path_no,o_zone_id,d_zone_id,node_sequence,link_sequence,geometry,Path_Flows
877,15,8,15;19;17;16;8;,45;58;52;47;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324)",53.274845123291016
878,15,8,15;19;20;18;7;8;,45;59;60;54;17;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",0.7312309741973877
879,15,8,15;22;20;18;7;8;,46;68;60;54;17;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",60.20606994628906
880,15,8,15;22;21;20;18;7;8;,46;69;64;60;54;17;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",436.2742919921875
881,15,9,15;10;9;,43;26;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596)",42.95475387573242
882,15,9,15;14;11;10;9;,44;40;32;26;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",957.0452270507812
883,15,10,15;14;11;10;,44;40;32;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271)",0.0
884,15,11,15;10;11;,43;27;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131)",52.43824005126953
885,15,11,15;14;11;,44;40;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131)",61.46273422241211
886,15,11,15;10;9;5;4;11;,43;26;23;11;10;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",1286.0989990234375
887,15,12,15;10;11;12;,43;27;33;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941)",49.355918884277344
888,15,12,15;14;11;12;,44;40;33;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941)",73.8577880859375
889,15,12,15;10;9;5;4;3;12;,43;26;23;11;8;7;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",27.60114288330078
890,15,12,15;22;23;24;13;12;,46;70;73;74;38;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",549.1851806640625
891,15,13,15;10;11;12;13;,43;27;33;37;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",70.49208068847656
892,15,13,15;14;11;12;13;,44;40;33;37;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",58.911888122558594
893,15,13,15;10;9;5;4;3;12;13;,43;26;23;11;8;7;37;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",0.02123028226196766
894,15,13,15;22;21;24;13;,46;69;66;74;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",95.04946899414062
895,15,13,15;22;23;24;13;,46;70;73;74;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707)",475.52520751953125
896,15,14,15;22;23;14;,46;70;71;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",0.0
897,15,16,15;19;17;16;,45;58;52;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744)",86.58047485351562
898,15,16,15;19;20;18;16;,45;59;60;55;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",23.090578079223633
899,15,16,15;22;20;18;16;,46;68;60;55;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",75.2039566040039
900,15,16,15;22;21;20;18;16;,46;69;64;60;55;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",1015.125
901,15,17,15;10;17;,43;30;,"LINESTRING (-96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",49.90556716918945
902,15,17,15;19;17;,45;58;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280)",1450.094482421875
903,15,18,15;19;20;18;,45;59;60;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.694078 43.546744)",77.40603637695312
904,15,18,15;22;20;18;,46;68;60;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744)",24.324565887451172
905,15,18,15;19;17;16;18;,45;58;52;50;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744)",91.91646575927734
906,15,18,15;22;21;20;18;,46;69;64;60;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",6.352935791015625
907,15,20,15;19;20;,45;59;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",67.6919174194336
908,15,20,15;22;20;,46;68;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.711185 43.515333)",60.79831314086914
909,15,20,15;22;21;20;,46;69;64;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333)",55.41489791870117
910,15,20,15;19;17;16;18;20;,45;58;52;50;56;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",916.0948486328125
911,15,21,15;22;21;,46;69;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",29.759841918945312
912,15,21,15;19;20;21;,45;59;62;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",770.2401733398438
913,15,22,15;19;20;22;,45;59;63;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858)",0.0
914,15,23,15;14;23;,44;42;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858)",15.03307056427002
915,15,23,15;22;23;,46;70;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858)",43.80874252319336
916,15,23,15;19;20;22;23;,45;59;63;70;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",38.93895721435547
917,15,23,15;22;21;24;23;,46;69;66;76;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",902.21923828125
918,15,24,15;14;23;24;,44;42;73;,"LINESTRING (-96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)",72.45349884033203
919,15,24,15;22;21;24;,46;69;66;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164)",78.16128540039062
920,15,24,15;22;23;24;,46;70;73;,"LINESTRING (-96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",21.067054748535156
921,15,24,15;19;20;22;23;24;,45;59;63;70;73;,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",228.31817626953125
922,16,1,16;8;6;2;1;,47;19;14;3;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",93.28083038330078
923,16,1,16;10;9;5;4;3;1;,48;26;23;11;8;5;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",58.053375244140625
924,16,1,16;18;7;8;6;2;1;,50;54;17;19;14;3;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",63.394615173339844
925,16,1,16;18;7;8;9;5;4;3;1;,50;54;17;21;23;11;8;5;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",285.2712707519531
926,16,2,16;8;6;2;,47;19;14;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",36.52323532104492
927,16,2,16;10;9;5;4;3;1;2;,48;26;23;11;8;5;1;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",92.90658569335938
928,16,2,16;18;7;8;6;2;,50;54;17;19;14;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",10.003684997558594
929,16,2,16;18;7;8;9;5;4;3;1;2;,50;54;17;21;23;11;8;5;1;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",260.5664978027344
930,16,3,16;8;6;2;1;3;,47;19;14;3;2;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)",13.286741256713867
931,16,3,16;8;6;5;4;3;,47;19;15;11;8;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",25.377607345581055
932,16,3,16;8;9;5;4;3;,47;21;23;11;8;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",15.58462905883789
933,16,3,16;10;9;5;4;3;,48;26;23;11;8;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",69.99588012695312
934,16,3,16;18;7;8;6;2;1;3;,50;54;17;19;14;3;2;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)",79.43035888671875
935,16,3,16;18;7;8;6;5;4;3;,50;54;17;19;15;11;8;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",43.37999725341797
936,16,3,16;18;7;8;9;5;4;3;,50;54;17;21;23;11;8;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",0.0
937,16,4,16;8;6;5;4;,47;19;15;11;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",84.55664825439453
938,16,4,16;8;9;5;4;,47;21;23;11;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",73.62230682373047
939,16,4,16;10;9;5;4;,48;26;23;11;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",3.8954660892486572
940,16,4,16;18;7;8;6;5;4;,50;54;17;19;15;11;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",46.04875183105469
941,16,4,16;18;7;8;9;5;4;,50;54;17;21;23;11;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",591.8768310546875
942,16,5,16;8;6;5;,47;19;15;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",35.165313720703125
943,16,5,16;8;9;5;,47;21;23;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034)",87.92301940917969
944,16,5,16;10;9;5;,48;26;23;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",19.97382926940918
945,16,5,16;18;7;8;6;5;,50;54;17;19;15;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",13.008675575256348
946,16,5,16;18;7;8;9;5;,50;54;17;21;23;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034)",343.92913818359375
947,16,6,16;8;6;,47;19;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586)",2.586895227432251
948,16,6,16;18;7;8;6;,50;54;17;19;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)",54.063629150390625
949,16,6,16;18;7;8;9;5;6;,50;54;17;21;23;12;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)",843.3494873046875
950,16,7,16;18;7;,50;54;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",1400.0
951,16,8,16;18;7;8;,50;54;17;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",328.3555908203125
952,16,9,16;8;9;,47;21;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.731241 43.548596)",3.5784552097320557
953,16,9,16;10;9;,48;26;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596)",80.72625732421875
954,16,9,16;8;6;5;9;,47;19;15;13;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596)",41.96812057495117
955,16,9,16;18;7;8;9;,50;54;17;21;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596)",1273.7271728515625
956,16,10,16;8;6;2;1;3;12;11;10;,47;19;14;3;2;7;36;32;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",57.84366226196289
957,16,10,16;18;7;8;9;10;,50;54;17;21;25;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271)",65.31548309326172
958,16,10,16;18;20;19;15;10;,50;56;61;57;43;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271)",0.0
959,16,11,16;10;11;,48;27;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131)",87.95909881591797
960,16,11,16;8;6;5;4;11;,47;19;15;11;10;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",1.9932860136032104
961,16,11,16;8;6;2;1;3;12;11;,47;19;14;3;2;7;36;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",24.69939422607422
962,16,11,16;18;7;8;9;5;4;11;,50;54;17;21;23;11;10;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",61.03002166748047
963,16,11,16;18;7;8;9;10;11;,50;54;17;21;25;27;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131)",1224.3182373046875
964,16,12,16;8;6;2;1;3;12;,47;19;14;3;2;7;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",73.4465103149414
965,16,12,16;8;6;5;4;3;12;,47;19;15;11;8;7;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",97.72550201416016
966,16,12,16;10;11;12;,48;27;33;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941)",26.853620529174805
967,16,12,16;8;9;5;4;3;12;,47;21;23;11;8;7;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",50.97886276245117
968,16,12,16;10;9;5;4;3;12;,48;26;23;11;8;7;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",55.31388473510742
969,16,12,16;18;7;8;6;2;1;3;12;,50;54;17;19;14;3;2;7;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",83.059326171875
970,16,12,16;18;7;8;6;5;4;3;12;,50;54;17;19;15;11;8;7;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",71.34498596191406
971,16,12,16;18;7;8;9;5;4;3;12;,50;54;17;21;23;11;8;7;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",27.79259490966797
972,16,12,16;18;20;21;24;13;12;,50;56;62;66;74;38;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",213.48468017578125
973,16,13,16;8;6;2;1;3;12;13;,47;19;14;3;2;7;37;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",17.944978713989258
974,16,13,16;8;6;5;4;3;12;13;,47;19;15;11;8;7;37;,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",8.196663856506348
975,16,13,16;10;11;12;13;,48;27;33;37;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",48.97496032714844
976,16,13,16;10;9;5;4;3;12;13;,48;26;23;11;8;7;37;,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",33.3118782043457
977,16,13,16;18;7;8;6;2;1;3;12;13;,50;54;17;19;14;3;2;7;37;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",36.441165924072266
978,16,13,16;18;20;21;24;13;,50;56;62;66;74;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",28.4052734375
979,16,13,16;18;20;22;23;24;13;,50;56;63;70;73;74;,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707)",426.72509765625
